Package,Pre-Processing Technique,Threshold,Cluster,Cluster Size,Features (Genes),Fbeta,layer,num_layers,activation,kernel_regularizer,optimizer,loss
scikit-learn,Coefficient of Variation,4.5,Inh L4-6 PVALB SULF1,167,710,0.641026,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Exc L4-5 RORB FOLH1B,870,710,0.943936,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L1-2 GAD1 MC4R,107,710,0.826446,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L1 SST CHRNA4,52,710,0.882353,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L2-4 PVALB WFDC2,387,710,0.892351,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Oligo L1-6 OPALIN,313,710,0.996785,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L1-3 VIP ADAMTSL1,72,710,0.928571,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L1-3 SST CALB1,279,710,0.978261,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Exc L5-6 THEMIS DCSTAMP,53,710,0.952381,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Astro L1-2 FGFR3 GFAP,61,710,0.909091,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Astro L1-6 FGFR3 SLC14A1,230,710,0.891473,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Exc L3-5 RORB COL22A1,160,710,0.914634,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L3-6 SST NPY,15,710,0.909091,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L3-6 SST HPGD,60,710,0.808824,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Exc L6 FEZF2 OR2T8,19,710,0.75,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L1-2 PAX6 CDH12,90,710,0.957447,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Exc L5-6 RORB TTC12,167,710,0.906593,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Exc L5-6 SLC17A7 IL15,56,710,0.762712,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Exc L3-4 RORB CARM1P1,280,710,0.878378,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Exc L5-6 FEZF2 ABO,373,710,1,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Micro L1-3 TYROBP,63,710,0.942029,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L1-2 VIP LBH,47,710,0.652174,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L1-2 SST BAGE2,108,710,0.967742,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L5-6 SST KLHDC8A,63,710,0.821918,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L3-6 VIP HS3ST3A1,80,710,0.902778,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L1-3 PAX6 SYT6,29,710,0.769231,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L5-6 SST MIR548F2,80,710,0.808824,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Exc L4-6 RORB SEMA3E,777,710,0.918239,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L1-4 VIP OPRM1,52,710,0.740741,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,OPC L1-6 PDGFRA,238,710,0.983607,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Inh L2-5 VIP TYR,62,710,0.869565,100 100 100,3,relu,1.00E-05,adam,SCCE
scikit-learn,Coefficient of Variation,4.5,Exc L5-6 THEMIS C1QL3,1537,710,0.977979,100 100 100,3,relu,1.00E-05,adam,SCCE
